page_id,book_id,catalog_generation,grade,viewer_page,selected_psm,recognized_words,mean_word_confidence,low_confidence_word_rate,ocr_class,front_matter_score,toc_navigation_score,bibliography_credits_score,primary_structure,classification_certainty,classification_rule,evidence_flags,classifier_version
LTMD-CN3-G1982-VP140,LTMD-CN3-G1982,1982,3,140,3,111,90.87,0.0631,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP141,LTMD-CN3-G1982,1982,3,141,3,76,92.64,0.0263,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP142,LTMD-CN3-G1982,1982,3,142,3,141,92.06,0.0284,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP143,LTMD-CN3-G1982,1982,3,143,3,107,95.56,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP144,LTMD-CN3-G1982,1982,3,144,3,130,93.77,0.0231,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP145,LTMD-CN3-G1982,1982,3,145,3,51,91.34,0.0784,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP146,LTMD-CN3-G1982,1982,3,146,6,36,30.02,0.8889,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP147,LTMD-CN3-G1982,1982,3,147,3,66,93.98,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP148,LTMD-CN3-G1982,1982,3,148,3,117,91.97,0.0427,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP149,LTMD-CN3-G1982,1982,3,149,3,154,91.91,0.0390,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP150,LTMD-CN3-G1982,1982,3,150,3,99,94.51,0.0101,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP151,LTMD-CN3-G1982,1982,3,151,3,68,94.56,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP152,LTMD-CN3-G1982,1982,3,152,3,40,93.36,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP153,LTMD-CN3-G1982,1982,3,153,3,28,95.35,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP154,LTMD-CN3-G1982,1982,3,154,3,110,94.71,0.0091,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP155,LTMD-CN3-G1982,1982,3,155,3,152,91.60,0.0263,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP156,LTMD-CN3-G1982,1982,3,156,3,54,92.85,0.0370,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP157,LTMD-CN3-G1982,1982,3,157,3,123,93.24,0.0163,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP158,LTMD-CN3-G1982,1982,3,158,3,148,92.47,0.0270,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP159,LTMD-CN3-G1982,1982,3,159,3,131,95.00,0.0076,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP160,LTMD-CN3-G1982,1982,3,160,3,1,37.81,1.0000,text_detected,,,,visual_only,medium,OCR_VISUAL_NOISE,visual_noise,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP161,LTMD-CN3-G1982,1982,3,161,3,76,91.17,0.0526,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP162,LTMD-CN3-G1982,1982,3,162,3,101,93.81,0.0099,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP163,LTMD-CN3-G1982,1982,3,163,3,21,92.79,0.0000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP164,LTMD-CN3-G1982,1982,3,164,3,108,92.11,0.0370,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP165,LTMD-CN3-G1982,1982,3,165,3,52,93.29,0.0385,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP166,LTMD-CN3-G1982,1982,3,166,3,86,95.53,0.0000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP167,LTMD-CN3-G1982,1982,3,167,3,143,93.52,0.0280,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP168,LTMD-CN3-G1982,1982,3,168,3,107,94.23,0.0000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP169,LTMD-CN3-G1982,1982,3,169,3,46,95.70,0.0000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP170,LTMD-CN3-G1982,1982,3,170,3,114,92.71,0.0175,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP171,LTMD-CN3-G1982,1982,3,171,3,114,92.24,0.0263,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP172,LTMD-CN3-G1982,1982,3,172,3,101,91.82,0.0495,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP173,LTMD-CN3-G1982,1982,3,173,3,104,94.85,0.0000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP174,LTMD-CN3-G1982,1982,3,174,3,88,95.02,0.0114,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP175,LTMD-CN3-G1982,1982,3,175,3,33,92.45,0.0606,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP176,LTMD-CN3-G1982,1982,3,176,6,96,31.78,0.8646,text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,end_zone;fallback_psm;visual_noise,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP177,LTMD-CN3-G1982,1982,3,177,3,44,74.00,0.2727,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1982-VP178,LTMD-CN3-G1982,1982,3,178,3,3,45.62,0.3333,text_detected,0,0,0,visual_only,medium,OCR_VISUAL_NOISE,end_zone;visual_noise,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP001,LTMD-CN3-G1988,1988,3,1,3,4,96.42,0.0000,text_detected,0,0,0,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,front_zone,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP002,LTMD-CN3-G1988,1988,3,2,3,220,93.64,0.0182,text_detected,0,1,2,bibliography_or_credits,high,KW_BIBLIO_CREDITS,front_zone;text_rich;nav_kw;biblio_credit_kw,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP003,LTMD-CN3-G1988,1988,3,3,3,299,94.48,0.0167,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP004,LTMD-CN3-G1988,1988,3,4,3,325,93.86,0.0246,text_detected,0,2,1,bibliography_or_credits,medium,KW_BIBLIO_CREDITS,front_zone;text_rich;nav_kw;biblio_credit_kw,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP005,LTMD-CN3-G1988,1988,3,5,3,70,75.54,0.2429,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_present;nav_kw,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP006,LTMD-CN3-G1988,1988,3,6,6,362,27.49,0.9475,text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,front_zone;fallback_psm;visual_noise,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP007,LTMD-CN3-G1988,1988,3,7,6,263,26.71,0.9392,text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,front_zone;fallback_psm;visual_noise,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP008,LTMD-CN3-G1988,1988,3,8,3,66,93.88,0.0152,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP009,LTMD-CN3-G1988,1988,3,9,3,120,95.28,0.0000,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,front_zone;text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP010,LTMD-CN3-G1988,1988,3,10,3,128,92.74,0.0469,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,front_zone;text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP011,LTMD-CN3-G1988,1988,3,11,3,64,88.57,0.0938,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP012,LTMD-CN3-G1988,1988,3,12,3,164,96.09,0.0000,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,front_zone;text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP013,LTMD-CN3-G1988,1988,3,13,3,75,95.66,0.0133,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP014,LTMD-CN3-G1988,1988,3,14,3,78,94.79,0.0128,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP015,LTMD-CN3-G1988,1988,3,15,3,59,92.89,0.0339,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP016,LTMD-CN3-G1988,1988,3,16,3,99,93.56,0.0202,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP017,LTMD-CN3-G1988,1988,3,17,3,41,83.79,0.1220,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP018,LTMD-CN3-G1988,1988,3,18,3,58,95.32,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP019,LTMD-CN3-G1988,1988,3,19,3,45,85.74,0.1333,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP020,LTMD-CN3-G1988,1988,3,20,3,74,83.65,0.1757,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP021,LTMD-CN3-G1988,1988,3,21,3,78,96.14,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP022,LTMD-CN3-G1988,1988,3,22,3,115,92.95,0.0261,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP023,LTMD-CN3-G1988,1988,3,23,3,80,92.82,0.0375,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP024,LTMD-CN3-G1988,1988,3,24,3,85,93.67,0.0353,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP025,LTMD-CN3-G1988,1988,3,25,3,43,92.31,0.0698,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP026,LTMD-CN3-G1988,1988,3,26,6,53,28.58,0.9434,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP027,LTMD-CN3-G1988,1988,3,27,3,100,74.04,0.2900,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP028,LTMD-CN3-G1988,1988,3,28,3,155,91.22,0.0581,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP029,LTMD-CN3-G1988,1988,3,29,3,162,94.62,0.0123,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP030,LTMD-CN3-G1988,1988,3,30,3,102,94.02,0.0196,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP031,LTMD-CN3-G1988,1988,3,31,3,59,93.60,0.0169,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP032,LTMD-CN3-G1988,1988,3,32,3,76,93.70,0.0263,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP033,LTMD-CN3-G1988,1988,3,33,3,154,91.18,0.0649,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP034,LTMD-CN3-G1988,1988,3,34,3,110,92.17,0.0455,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP035,LTMD-CN3-G1988,1988,3,35,3,133,93.59,0.0226,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP036,LTMD-CN3-G1988,1988,3,36,3,111,94.41,0.0180,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP037,LTMD-CN3-G1988,1988,3,37,3,136,95.16,0.0074,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP038,LTMD-CN3-G1988,1988,3,38,3,37,84.38,0.1081,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP039,LTMD-CN3-G1988,1988,3,39,3,1,97.00,0.0000,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP040,LTMD-CN3-G1988,1988,3,40,3,48,92.47,0.0208,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP041,LTMD-CN3-G1988,1988,3,41,3,109,94.82,0.0092,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP042,LTMD-CN3-G1988,1988,3,42,3,108,95.29,0.0093,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP043,LTMD-CN3-G1988,1988,3,43,3,52,95.87,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP044,LTMD-CN3-G1988,1988,3,44,3,92,89.73,0.0543,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP045,LTMD-CN3-G1988,1988,3,45,6,74,39.77,0.7432,text_detected,,,,visual_only,medium,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP046,LTMD-CN3-G1988,1988,3,46,3,9,74.24,0.3333,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP047,LTMD-CN3-G1988,1988,3,47,3,80,65.41,0.4125,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP048,LTMD-CN3-G1988,1988,3,48,3,36,95.21,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP049,LTMD-CN3-G1988,1988,3,49,3,67,91.89,0.0448,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP050,LTMD-CN3-G1988,1988,3,50,3,38,89.34,0.1053,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP051,LTMD-CN3-G1988,1988,3,51,3,45,91.55,0.0444,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP052,LTMD-CN3-G1988,1988,3,52,3,134,93.74,0.0149,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP053,LTMD-CN3-G1988,1988,3,53,3,109,92.09,0.0367,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP054,LTMD-CN3-G1988,1988,3,54,3,103,87.88,0.0777,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP055,LTMD-CN3-G1988,1988,3,55,3,91,77.81,0.2088,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP056,LTMD-CN3-G1988,1988,3,56,3,85,94.60,0.0118,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP057,LTMD-CN3-G1988,1988,3,57,3,17,86.21,0.1765,text_detected,,,,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP058,LTMD-CN3-G1988,1988,3,58,3,172,93.19,0.0349,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP059,LTMD-CN3-G1988,1988,3,59,3,66,91.08,0.0303,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP060,LTMD-CN3-G1988,1988,3,60,3,112,89.50,0.0536,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP061,LTMD-CN3-G1988,1988,3,61,3,112,92.88,0.0179,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP062,LTMD-CN3-G1988,1988,3,62,3,127,92.96,0.0315,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP063,LTMD-CN3-G1988,1988,3,63,3,52,94.76,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP064,LTMD-CN3-G1988,1988,3,64,3,7,96.71,0.0000,text_detected,,,,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP065,LTMD-CN3-G1988,1988,3,65,3,62,88.50,0.0806,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP066,LTMD-CN3-G1988,1988,3,66,3,95,92.91,0.0211,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP067,LTMD-CN3-G1988,1988,3,67,3,77,93.40,0.0260,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP068,LTMD-CN3-G1988,1988,3,68,6,360,23.42,0.9806,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP069,LTMD-CN3-G1988,1988,3,69,3,18,38.50,0.7778,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP070,LTMD-CN3-G1988,1988,3,70,3,52,91.89,0.0385,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP071,LTMD-CN3-G1988,1988,3,71,3,1,16.14,1.0000,text_detected,,,,visual_only,medium,OCR_VISUAL_NOISE,visual_noise,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP072,LTMD-CN3-G1988,1988,3,72,3,165,90.31,0.0485,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP073,LTMD-CN3-G1988,1988,3,73,3,36,89.95,0.0556,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP074,LTMD-CN3-G1988,1988,3,74,3,86,93.19,0.0116,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP075,LTMD-CN3-G1988,1988,3,75,3,97,95.66,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP076,LTMD-CN3-G1988,1988,3,76,3,98,90.62,0.0204,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP077,LTMD-CN3-G1988,1988,3,77,3,84,92.29,0.0357,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP078,LTMD-CN3-G1988,1988,3,78,3,135,93.39,0.0370,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP079,LTMD-CN3-G1988,1988,3,79,3,87,93.12,0.0115,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP080,LTMD-CN3-G1988,1988,3,80,3,99,89.98,0.0707,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP081,LTMD-CN3-G1988,1988,3,81,3,123,91.68,0.0325,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP082,LTMD-CN3-G1988,1988,3,82,3,95,91.52,0.0632,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP083,LTMD-CN3-G1988,1988,3,83,3,66,93.17,0.0303,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
LTMD-CN3-G1988-VP084,LTMD-CN3-G1988,1988,3,84,3,33,95.99,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN_WAVE2_0.1
