fragment_id,page_id,catalog_generation,type_A,action_observe,action_describe,action_recall,action_explain,action_compare,action_classify,action_measure,action_experiment,action_investigate,action_predict,action_infer,action_discuss,action_solve,action_create,action_decide,action_act_on_environment,position_receiver,position_instruction_follower,position_observer,position_experimenter,position_investigator,position_reasoner,position_collaborator,position_decision_maker,position_community_agent,evidence_count_A,uncertain_A,ruleset_version,text_sha256
LTMD-CN5-G1972-VP222-F007,LTMD-CN5-G1972-VP222,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,80e4c9dde6e9d10b83c224102afbeee4bc3630f81889e92d0de586a2bc79487e
LTMD-CN5-G1972-VP222-F008,LTMD-CN5-G1972-VP222,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,c7be7d696c8e15e12d0f47ac8265d26e388a056660d26c1364bbeff747ee720e
LTMD-CN5-G1972-VP222-F009,LTMD-CN5-G1972-VP222,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,9f5aa46f2c5db0ae0d071efc6eabb7a3d99c49d6ca3d99c47010921f38adf450
LTMD-CN5-G1972-VP222-F010,LTMD-CN5-G1972-VP222,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,622a3737b6166e62ece769a2d13a4b8daca09608364728a0aef4270d777c023e
LTMD-CN5-G1972-VP222-F011,LTMD-CN5-G1972-VP222,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,57d0a010aaa55877f288f5d382a3aa33327341bbae09f4bd03633c5e191193cc
LTMD-CN5-G1972-VP222-F012,LTMD-CN5-G1972-VP222,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,1dc3ca7d586b983ea61a3c041924754db5a59741fbfd04fda583c31b3c628080
LTMD-CN5-G1972-VP222-F013,LTMD-CN5-G1972-VP222,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,7c225a4ed17f9ebc29d9c4b1cf7d76de95aae677b5e566b2b32498084e181120
LTMD-CN5-G1972-VP222-F014,LTMD-CN5-G1972-VP222,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,1e4542c8bd983fc3a016090d5cb66ec4500c8cfc00f8da48f151440fab13c4c7
LTMD-CN5-G1972-VP222-F015,LTMD-CN5-G1972-VP222,1972,activity;instruction,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,RULEA_0.1,5c8bf61e73282a5a59aa393a8dcd3bffe9c353b7416098e99332044f6e6c0e6a
LTMD-CN5-G1972-VP222-F016,LTMD-CN5-G1972-VP222,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,0417197809988cf9a5ebf9dea341332b5b983c150bf2c4c60e66aba71d84e010
LTMD-CN5-G1972-VP222-F017,LTMD-CN5-G1972-VP222,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,9b871512327c09ce91dd649b3f96a63b7408ef267c8cc5710114e629730cb61f
LTMD-CN5-G1972-VP223-F001,LTMD-CN5-G1972-VP223,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,a5dcd4392665d552255e667c25950b4bb3be976fb6d40d9843aec484af71f089
LTMD-CN5-G1972-VP223-F002,LTMD-CN5-G1972-VP223,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,6a354801bdf36c6c16f2f448bd9ad67601c6f00347d0d3f91feb0ce1f161c61c
LTMD-CN5-G1972-VP223-F003,LTMD-CN5-G1972-VP223,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,b3ff945d40bda7dfad8a105df36ff32b6264f98aea79df53756c3f0be90ff03b
LTMD-CN5-G1972-VP223-F004,LTMD-CN5-G1972-VP223,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,98e60b7a4e0e76267b7af03a0bbed4b7d5baf16bf369813977cbf44a601efeb1
LTMD-CN5-G1972-VP223-F005,LTMD-CN5-G1972-VP223,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,962f64f1075e698270b688ed86918f1eccf8e0c9bce4a9c9b195ba46cc76617f
LTMD-CN5-G1972-VP223-F006,LTMD-CN5-G1972-VP223,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,c3a55788dc8b734b50e5f566d2652c8fe8c375d299abe1ebcada70d674f8d9df
LTMD-CN5-G1972-VP223-F007,LTMD-CN5-G1972-VP223,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,9df5c57cb8b181b727e593267248807e745d9d755d6fd4fcab8ce8a53db2bb54
LTMD-CN5-G1972-VP223-F008,LTMD-CN5-G1972-VP223,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,a5d73ef9aaabc1862fcc89a0006ab14dc3161019c11c8446b2628a372c2aabbb
LTMD-CN5-G1972-VP223-F009,LTMD-CN5-G1972-VP223,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,38767546b2560003b4f1f4baaac57c58a55c6ab7f50d7261fbbe604af09ec1af
LTMD-CN5-G1972-VP223-F010,LTMD-CN5-G1972-VP223,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,5fde37ca4a85ee9f7efd2daadb7d6914bd6768d3c6e91952e4badcb54141b44a
LTMD-CN5-G1972-VP223-F011,LTMD-CN5-G1972-VP223,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,ace02bf5d9dec10c1d01ce7373297cfb1c11e22fe853a04b7f2995b0392c8517
LTMD-CN5-G1972-VP223-F012,LTMD-CN5-G1972-VP223,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,8fbd83f0889cf17f40198516fb367817c9b09039b893789e2e208eb076a92537
LTMD-CN5-G1972-VP223-F013,LTMD-CN5-G1972-VP223,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,5e7f93b948605e680644e30b3c903f6273b79b4a3cd20fab5cc9f39c43a7a1c6
LTMD-CN5-G1972-VP223-F014,LTMD-CN5-G1972-VP223,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,56f4da26ed956730309fa1488611ee0f13b0ac95ebb1bc9b5d210e31ff70e79c
LTMD-CN5-G1972-VP224-F001,LTMD-CN5-G1972-VP224,1972,activity;instruction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,RULEA_0.1,03c4fb6323402627a3b1ac61b32208cc5baaa67e95d94fcac0127c95836e2caf
LTMD-CN5-G1972-VP224-F002,LTMD-CN5-G1972-VP224,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,87a16eb8341c1748effb9151360ed9a1e219bae67f39acd3c5995445bd51ce6c
LTMD-CN5-G1972-VP224-F003,LTMD-CN5-G1972-VP224,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,2b847bd4243279b933c51238bd40b1e98f5bec9a8966b3ea6623eb8102c05dc7
LTMD-CN5-G1972-VP224-F004,LTMD-CN5-G1972-VP224,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,d6629ae92ce8f1f482ea435c5b8815e143de3f8050d30c3d931f62f30aa813a2
LTMD-CN5-G1972-VP224-F005,LTMD-CN5-G1972-VP224,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,6641507104302708dfc07f95e5bd862d18ecfae22a34ddc839a265c42b0c9727
LTMD-CN5-G1972-VP224-F006,LTMD-CN5-G1972-VP224,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,6896be11d826ee4aadfb7a817cd891b20b4402c710a177af1647f6fde946f0ce
LTMD-CN5-G1972-VP224-F007,LTMD-CN5-G1972-VP224,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,12d66e831e8a19d53a047457acb491edd371af56bb2074bb0005e456851886e6
LTMD-CN5-G1972-VP224-F008,LTMD-CN5-G1972-VP224,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,fb6423a627e5a35c7a0d8c36e07878fbddde588c96edb40602db91fe145e5164
LTMD-CN5-G1972-VP224-F009,LTMD-CN5-G1972-VP224,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,0724f9bd83d9915d6de6cafd151f85bbd705729a4e78c7810a38a3746c5e3342
LTMD-CN5-G1972-VP224-F010,LTMD-CN5-G1972-VP224,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,84a5092e4a5b6fe968fd523fb2fc917dbffae44105f82b6b94c8ed5b9a800223
LTMD-CN5-G1972-VP225-F001,LTMD-CN5-G1972-VP225,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,dd6e61a816e5a383b43ff16ce236c7767792fdd6e2bfb6260654c9ced9641dcd
LTMD-CN5-G1972-VP225-F002,LTMD-CN5-G1972-VP225,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,dd60da467b68c5d851a845e2172a2f7ff3d9854f37b8fb901268d961d56feb6e
LTMD-CN5-G1972-VP225-F003,LTMD-CN5-G1972-VP225,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,289146975578c8d6ef8de55b99a4542ce56c20a3c99f7c4430deea65a18dfc06
LTMD-CN5-G1972-VP225-F004,LTMD-CN5-G1972-VP225,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,a7a855b1cae5789c1109887d27163906fa9af44abec8c4e15914577c491cb873
LTMD-CN5-G1972-VP225-F005,LTMD-CN5-G1972-VP225,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,9c36f9f5abd34d174571a17fb085085844df975750b87d4a8a773f726ae18f66
LTMD-CN5-G1972-VP225-F006,LTMD-CN5-G1972-VP225,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,bad660d9fc88af7ab14305fde4dd0869a413f95993826e2b9d94f460bf35b288
LTMD-CN5-G1972-VP225-F007,LTMD-CN5-G1972-VP225,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,fa2b1ef213defb3b94be4ed98b03540de6c39b91336f328679508e694f284da5
LTMD-CN5-G1972-VP225-F008,LTMD-CN5-G1972-VP225,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,e1cbf63be8a378d0cbaeb50bb698e3cf5875687332a314dc67e05ff7bdb1901c
LTMD-CN5-G1972-VP225-F009,LTMD-CN5-G1972-VP225,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,398a749de57702b528bb90cd9ae2ac00df575f241631ed290441c5c859d898cd
LTMD-CN5-G1972-VP225-F010,LTMD-CN5-G1972-VP225,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,60f5a043548fcdc1fa9abe106961c56f85ebabd2d182790c31943f619ea459bb
LTMD-CN5-G1972-VP225-F011,LTMD-CN5-G1972-VP225,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,be128f10715857c4130d208abea3328f7a390bdab2b8f2eb82b9f53088be2a9d
LTMD-CN5-G1972-VP225-F012,LTMD-CN5-G1972-VP225,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,0e6523810856a138a75dec70a9cf3778a5c70b83ac915f22c33f05db97cb3e68
LTMD-CN5-G1972-VP227-F001,LTMD-CN5-G1972-VP227,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,92c62d38adae151110fd21c184e24a07500c5e96361f3fcaa539d68d11cf14d6
LTMD-CN5-G1972-VP227-F002,LTMD-CN5-G1972-VP227,1972,question,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,RULEA_0.1,f1173793c22dea7bacb8ec9bc0b8c6b4392733994680ba1277bd287acbf526cb
LTMD-CN5-G1972-VP227-F003,LTMD-CN5-G1972-VP227,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,68b22af55e11c8d515651806842466732b683acef745a5bee24baabf95bd66e9
LTMD-CN5-G1972-VP227-F004,LTMD-CN5-G1972-VP227,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,70e7f973a190edfd84fffbf5494f36bdf8c9316a5678510440a5bdbd6d35a192
LTMD-CN5-G1972-VP227-F005,LTMD-CN5-G1972-VP227,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,c04e6ba8a724afb7e1442a126a1a48db0e217d65becfda158d44c0670e5b8109
LTMD-CN5-G1972-VP227-F006,LTMD-CN5-G1972-VP227,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,25b586f536b5ceedf2578f3c19b117de58c99572694273fee04ce5cddcda8260
LTMD-CN5-G1972-VP227-F007,LTMD-CN5-G1972-VP227,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,fa33cb17f5d14d6e806b4cd7522185a6aed710e7898f620fbae663673649bfd2
LTMD-CN5-G1972-VP227-F008,LTMD-CN5-G1972-VP227,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,3fa0cd45bda8092ed9f55a6fbce35ed056d028f5c8506c930ea0ae10c2cfc8a3
LTMD-CN5-G1972-VP227-F009,LTMD-CN5-G1972-VP227,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,68b547066120738abbf726a8a11f456fa79234d869a881f0e7d5c4d8b9881ee1
LTMD-CN5-G1972-VP227-F010,LTMD-CN5-G1972-VP227,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,0affed72c8199bd878fa98109a6cd13d0ab9efa9069c62d2c774ff9f2ef09584
LTMD-CN5-G1972-VP227-F011,LTMD-CN5-G1972-VP227,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,fcaab4db4f9df5652a5b2c4dfb316eb63020a7e8f9a42aa6580431e6c1150b19
LTMD-CN5-G1972-VP227-F012,LTMD-CN5-G1972-VP227,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,5fabcaef651159553c78ec1f2c6b616fa33cfbd187ea113404fb448a8f041b6d
LTMD-CN5-G1972-VP227-F013,LTMD-CN5-G1972-VP227,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,aab6c319470e80e1a338b9db24ed9c9c57cc18cd2d6f88a521260bd4a29f7bbd
LTMD-CN5-G1972-VP227-F014,LTMD-CN5-G1972-VP227,1972,question,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,RULEA_0.1,359c677a4411a17ae232662a358176ca779e8b73931b9772939c086df005cb17
LTMD-CN5-G1972-VP227-F015,LTMD-CN5-G1972-VP227,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,dfe62e836a0a6f2633422230c81287700a56e2639652c73f264e6562220c207a
LTMD-CN5-G1972-VP228-F001,LTMD-CN5-G1972-VP228,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,1763407c40cdfc6b4b17ea0c5047a7e49f8627b330b605dd9340877c20b787ef
LTMD-CN5-G1972-VP228-F002,LTMD-CN5-G1972-VP228,1972,instruction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,RULEA_0.1,af4734aca810b03a72581528f2c4b4812a937eb3e9c527d7a01eaf1ae28b632a
LTMD-CN5-G1972-VP228-F003,LTMD-CN5-G1972-VP228,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,b5c38dfe60a2a02d61c4ec30218db1224c6e7daad86fc189a1c3d9015eabf5d0
LTMD-CN5-G1972-VP228-F004,LTMD-CN5-G1972-VP228,1972,instruction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,RULEA_0.1,c68a5209bec1eb9de03a53beddd0178812f5d1ad77fd7156decad584f9172172
LTMD-CN5-G1972-VP228-F005,LTMD-CN5-G1972-VP228,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,971ce91a0892860c68bfde86773bb61a874af522f184f7b11826b1767d645835
LTMD-CN5-G1972-VP228-F006,LTMD-CN5-G1972-VP228,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,e225e2cba6a20d6151cf6da6aca8c9503c5f0e1959188425f0fe633184cb510f
LTMD-CN5-G1972-VP228-F007,LTMD-CN5-G1972-VP228,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,851de5cbb869982305cc7aa39980e9a6d2475ab39adf69b8902dd7d7335d4c61
LTMD-CN5-G1972-VP228-F008,LTMD-CN5-G1972-VP228,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,c7ef994780cd4ffd709c665cdb2499a31691ce38b2c643147bb029b04da7bc97
LTMD-CN5-G1972-VP228-F009,LTMD-CN5-G1972-VP228,1972,instruction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,RULEA_0.1,f8d98df2be185d5ab3feecf9eeb068eb449684927ffb2c6a88624393060905e8
LTMD-CN5-G1972-VP228-F010,LTMD-CN5-G1972-VP228,1972,instruction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,RULEA_0.1,0100e0cf9c8bd61bba96ed89db87162bd63ee2490f74d76996fa225448d9a489
LTMD-CN5-G1972-VP228-F011,LTMD-CN5-G1972-VP228,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,57add2267bef042901715c996e0fb8a233955f68b05865eb35e206eb1221414f
LTMD-CN5-G1972-VP228-F012,LTMD-CN5-G1972-VP228,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,86e936c3c638fa6440a49287443a0b609e5bec71a44511ea7b297c034ea1dd27
LTMD-CN5-G1972-VP228-F013,LTMD-CN5-G1972-VP228,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,9e05f38513cd712c1e1f5b2608cd0cca269f5f3d4e8150694ef0d4e824759b04
LTMD-CN5-G1972-VP228-F014,LTMD-CN5-G1972-VP228,1972,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,fc9d20fa109ddd9c9ac0e742055d46637052fb6f475c805bfcd22e84493d2c6f
LTMD-CN5-G1972-VP228-F015,LTMD-CN5-G1972-VP228,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,9d693eeee1d1899cbc50b6d45df953d3835acf28ee869879b45565fccc814765
LTMD-CN5-G1972-VP229-F001,LTMD-CN5-G1972-VP229,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,9e236483c19d519a50cff920775eda0690008c6ed995fea2b69fe3c9ab40e779
LTMD-CN5-G1972-VP229-F002,LTMD-CN5-G1972-VP229,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,2efbc6fc36282f9cb9cdaf1cffd124fa0e4d6ae3eae620f5b31b86cf66ceacc0
LTMD-CN5-G1972-VP229-F003,LTMD-CN5-G1972-VP229,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,9556fa94af7dfb681a2f5d13aaecbd51eda2334b456ff8372bb8cb45da55fbc8
LTMD-CN5-G1972-VP229-F004,LTMD-CN5-G1972-VP229,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,3f79bb7b435b05321651daefd374cdc681dc06faa65e374e38337b88ca046dea
LTMD-CN5-G1972-VP229-F005,LTMD-CN5-G1972-VP229,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,9b7299fbb579aa5f63dd6bcb419d293757277e27498c9e999dbf966f2f753cdb
LTMD-CN5-G1972-VP229-F006,LTMD-CN5-G1972-VP229,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,1556a9d58e7557c5e82e503ae5f918251541cfea41dee74dcc3c801b26662513
LTMD-CN5-G1972-VP229-F007,LTMD-CN5-G1972-VP229,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,095feb3418f51b3bdbe7e3c4fa1ab9c6c422a6fc95b2c5a78a9b08c57a4daa71
LTMD-CN5-G1972-VP229-F008,LTMD-CN5-G1972-VP229,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,fd005967906d19f7991cdb55b0862f4a440d52fb7fa2a306c28a3c8e168dc9ef
LTMD-CN5-G1972-VP229-F009,LTMD-CN5-G1972-VP229,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,00fe41e854ef74fd7a0530eba02dfac6b605c6a7d90ee76a3187f6761ff62c41
LTMD-CN5-G1972-VP229-F010,LTMD-CN5-G1972-VP229,1972,instruction,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,RULEA_0.1,2bf4fb1421de36a9ef592156cc11f021162232faa55dd2d161c65b84e9079008
LTMD-CN5-G1972-VP229-F011,LTMD-CN5-G1972-VP229,1972,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,8a5e90119e40e42dc5e21378003b8c1e86781fc33a7c43972ecde7aec7483479
LTMD-CN5-G1972-VP229-F012,LTMD-CN5-G1972-VP229,1972,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,b2664b7db800725be6759db9dd2fa11627e6a090dbf0c0a5fdab2f83b01a10df
LTMD-CN5-G1972-VP229-F013,LTMD-CN5-G1972-VP229,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,08490295488a1189099751ebeddb5992313dd2a831e07a92e66d196ddc261777
LTMD-CN5-G1972-VP230-F001,LTMD-CN5-G1972-VP230,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,3fd1a73fdcefd7def35515c3823f81a3190b77a9679a19cc2e15a4045a4c6522
LTMD-CN5-G1972-VP230-F002,LTMD-CN5-G1972-VP230,1972,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,f9d0874fc3953ebd427658b6bf79522f85d69a3d0072827a6afa4d433d7d5597
LTMD-CN5-G1972-VP230-F003,LTMD-CN5-G1972-VP230,1972,question,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,RULEA_0.1,6649072a0ecf1fa9e8dd3923f368b5b5f148d809e796f8da3faa9ac568ac1f34
