fragment_id,page_id,catalog_generation,candidate_type,source_structure_class,action_jaccard,position_jaccard,action_exact_set,position_exact_set,action_empty_both,position_empty_both,action_size_A,action_size_B,position_size_A,position_size_B,uncertain_A,uncertain_B,stability_stratum,agreement_version
LTMD-CN5-G1972-VP150-F004,LTMD-CN5-G1972-VP150,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F005,LTMD-CN5-G1972-VP150,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F006,LTMD-CN5-G1972-VP150,1972,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F007,LTMD-CN5-G1972-VP150,1972,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F008,LTMD-CN5-G1972-VP150,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F009,LTMD-CN5-G1972-VP150,1972,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F010,LTMD-CN5-G1972-VP150,1972,activity_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F011,LTMD-CN5-G1972-VP150,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F012,LTMD-CN5-G1972-VP150,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F013,LTMD-CN5-G1972-VP150,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F014,LTMD-CN5-G1972-VP150,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP150-F015,LTMD-CN5-G1972-VP150,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP151-F001,LTMD-CN5-G1972-VP151,1972,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP151-F002,LTMD-CN5-G1972-VP151,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP151-F003,LTMD-CN5-G1972-VP151,1972,expository_candidate,textual,0.0,0.5,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP151-F004,LTMD-CN5-G1972-VP151,1972,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP151-F005,LTMD-CN5-G1972-VP151,1972,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP151-F006,LTMD-CN5-G1972-VP151,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F001,LTMD-CN5-G1972-VP152,1972,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F002,LTMD-CN5-G1972-VP152,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F003,LTMD-CN5-G1972-VP152,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F004,LTMD-CN5-G1972-VP152,1972,question_candidate,textual,0.0,0.0,0,0,0,0,1,0,1,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F005,LTMD-CN5-G1972-VP152,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F006,LTMD-CN5-G1972-VP152,1972,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F007,LTMD-CN5-G1972-VP152,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F008,LTMD-CN5-G1972-VP152,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,1,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F009,LTMD-CN5-G1972-VP152,1972,instruction_candidate,textual,0.0,0.0,0,0,0,0,2,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F010,LTMD-CN5-G1972-VP152,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F011,LTMD-CN5-G1972-VP152,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F012,LTMD-CN5-G1972-VP152,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F013,LTMD-CN5-G1972-VP152,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP152-F014,LTMD-CN5-G1972-VP152,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP153-F001,LTMD-CN5-G1972-VP153,1972,instruction_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP153-F002,LTMD-CN5-G1972-VP153,1972,instruction_candidate,textual,0.333333,0.0,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP153-F003,LTMD-CN5-G1972-VP153,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP153-F004,LTMD-CN5-G1972-VP153,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP153-F005,LTMD-CN5-G1972-VP153,1972,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP153-F006,LTMD-CN5-G1972-VP153,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP153-F007,LTMD-CN5-G1972-VP153,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP153-F008,LTMD-CN5-G1972-VP153,1972,expository_candidate,textual,0.0,0.5,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP153-F009,LTMD-CN5-G1972-VP153,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F001,LTMD-CN5-G1972-VP154,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F002,LTMD-CN5-G1972-VP154,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F003,LTMD-CN5-G1972-VP154,1972,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F004,LTMD-CN5-G1972-VP154,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F005,LTMD-CN5-G1972-VP154,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F006,LTMD-CN5-G1972-VP154,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F007,LTMD-CN5-G1972-VP154,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F008,LTMD-CN5-G1972-VP154,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F009,LTMD-CN5-G1972-VP154,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F010,LTMD-CN5-G1972-VP154,1972,question_candidate,textual,0.0,0.0,0,0,0,0,1,0,1,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F011,LTMD-CN5-G1972-VP154,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F012,LTMD-CN5-G1972-VP154,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F013,LTMD-CN5-G1972-VP154,1972,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F014,LTMD-CN5-G1972-VP154,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,2,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F015,LTMD-CN5-G1972-VP154,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F016,LTMD-CN5-G1972-VP154,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F017,LTMD-CN5-G1972-VP154,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F018,LTMD-CN5-G1972-VP154,1972,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F019,LTMD-CN5-G1972-VP154,1972,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP154-F020,LTMD-CN5-G1972-VP154,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP155-F001,LTMD-CN5-G1972-VP155,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP155-F002,LTMD-CN5-G1972-VP155,1972,question_candidate,mixed_text_image,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP155-F003,LTMD-CN5-G1972-VP155,1972,question_candidate,mixed_text_image,0.0,0.0,0,0,0,0,0,1,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP155-F004,LTMD-CN5-G1972-VP155,1972,question_candidate,mixed_text_image,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP155-F005,LTMD-CN5-G1972-VP155,1972,question_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP155-F006,LTMD-CN5-G1972-VP155,1972,instruction_candidate,mixed_text_image,0.0,0.0,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP155-F007,LTMD-CN5-G1972-VP155,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP155-F008,LTMD-CN5-G1972-VP155,1972,question_candidate,mixed_text_image,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP155-F009,LTMD-CN5-G1972-VP155,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP156-F001,LTMD-CN5-G1972-VP156,1972,question_candidate,mixed_text_image,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP156-F002,LTMD-CN5-G1972-VP156,1972,expository_candidate,mixed_text_image,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP156-F003,LTMD-CN5-G1972-VP156,1972,question_candidate,mixed_text_image,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP156-F004,LTMD-CN5-G1972-VP156,1972,question_candidate,mixed_text_image,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP156-F005,LTMD-CN5-G1972-VP156,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP156-F006,LTMD-CN5-G1972-VP156,1972,question_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP156-F007,LTMD-CN5-G1972-VP156,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP156-F008,LTMD-CN5-G1972-VP156,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP156-F009,LTMD-CN5-G1972-VP156,1972,expository_candidate,mixed_text_image,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP156-F010,LTMD-CN5-G1972-VP156,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP157-F001,LTMD-CN5-G1972-VP157,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP157-F002,LTMD-CN5-G1972-VP157,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP157-F003,LTMD-CN5-G1972-VP157,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP157-F004,LTMD-CN5-G1972-VP157,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,1,0,2,0,0,method_sensitive,AGREE_AB_0.1
LTMD-CN5-G1972-VP157-F005,LTMD-CN5-G1972-VP157,1972,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP157-F006,LTMD-CN5-G1972-VP157,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F001,LTMD-CN5-G1972-VP158,1972,activity_candidate,textual,0.333333,0.5,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F002,LTMD-CN5-G1972-VP158,1972,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F003,LTMD-CN5-G1972-VP158,1972,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F004,LTMD-CN5-G1972-VP158,1972,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F005,LTMD-CN5-G1972-VP158,1972,instruction_candidate,textual,0.666667,0.0,0,0,0,0,2,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F006,LTMD-CN5-G1972-VP158,1972,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F007,LTMD-CN5-G1972-VP158,1972,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F008,LTMD-CN5-G1972-VP158,1972,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F009,LTMD-CN5-G1972-VP158,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F010,LTMD-CN5-G1972-VP158,1972,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F011,LTMD-CN5-G1972-VP158,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F012,LTMD-CN5-G1972-VP158,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F013,LTMD-CN5-G1972-VP158,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F014,LTMD-CN5-G1972-VP158,1972,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP158-F015,LTMD-CN5-G1972-VP158,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F001,LTMD-CN5-G1972-VP159,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F002,LTMD-CN5-G1972-VP159,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F003,LTMD-CN5-G1972-VP159,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F004,LTMD-CN5-G1972-VP159,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F005,LTMD-CN5-G1972-VP159,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F006,LTMD-CN5-G1972-VP159,1972,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F007,LTMD-CN5-G1972-VP159,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F008,LTMD-CN5-G1972-VP159,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,1,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F009,LTMD-CN5-G1972-VP159,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F010,LTMD-CN5-G1972-VP159,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F011,LTMD-CN5-G1972-VP159,1972,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F012,LTMD-CN5-G1972-VP159,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F013,LTMD-CN5-G1972-VP159,1972,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F014,LTMD-CN5-G1972-VP159,1972,question_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F015,LTMD-CN5-G1972-VP159,1972,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP159-F016,LTMD-CN5-G1972-VP159,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP160-F001,LTMD-CN5-G1972-VP160,1972,expository_candidate,mixed_text_image,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP160-F002,LTMD-CN5-G1972-VP160,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP160-F003,LTMD-CN5-G1972-VP160,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP160-F004,LTMD-CN5-G1972-VP160,1972,expository_candidate,mixed_text_image,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP160-F005,LTMD-CN5-G1972-VP160,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP160-F006,LTMD-CN5-G1972-VP160,1972,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F001,LTMD-CN5-G1972-VP161,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F002,LTMD-CN5-G1972-VP161,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F003,LTMD-CN5-G1972-VP161,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F004,LTMD-CN5-G1972-VP161,1972,instruction_candidate,textual,0.333333,0.0,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F005,LTMD-CN5-G1972-VP161,1972,activity_candidate,textual,0.0,0.5,0,0,0,0,1,2,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F006,LTMD-CN5-G1972-VP161,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F007,LTMD-CN5-G1972-VP161,1972,expository_candidate,textual,0.0,0.5,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F008,LTMD-CN5-G1972-VP161,1972,question_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F009,LTMD-CN5-G1972-VP161,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F010,LTMD-CN5-G1972-VP161,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP161-F011,LTMD-CN5-G1972-VP161,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F001,LTMD-CN5-G1972-VP162,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F002,LTMD-CN5-G1972-VP162,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,1,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F003,LTMD-CN5-G1972-VP162,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F004,LTMD-CN5-G1972-VP162,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,1,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F005,LTMD-CN5-G1972-VP162,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,2,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F006,LTMD-CN5-G1972-VP162,1972,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F007,LTMD-CN5-G1972-VP162,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F008,LTMD-CN5-G1972-VP162,1972,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F009,LTMD-CN5-G1972-VP162,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F010,LTMD-CN5-G1972-VP162,1972,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1972-VP162-F011,LTMD-CN5-G1972-VP162,1972,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
